"questionId","category","difficulty","questionContent","answerA","answerB","answerC","answerD","correctAnswerIndex","correctAnswerLetter","correctAnswerText","sourceFile","createdAt"
"q_58","Điều khiển truy cập & Xác thực","Medium","Đâu là biện pháp được sử dụng để phòng chống lỗi không kiểm tra đầu vào:","Kiểm tra tất cả các dữ liệu đầu vào, đặc biệt dữ liệu nhập từ người dùng và từ các nguồn không tin cậy.","Tạo các bộ lọc để lọc bỏ 1 số ký tự đặc biệt của các ngôn ngữ trong các trường hợp cần thiết mà kẻ tấn công có thể sử dụng.","Luôn chạy các chương trình ứng dụng với quyền tối thiểu – vừa đủ để thực thi các tác vụ","Sử dụng giải thuật mã hóa/giải mã, hàm băm yếu, lạc hậu, hoặc có lỗ hổng (DES, MD4, MD5, ...)","0","A","Kiểm tra tất cả các dữ liệu đầu vào, đặc biệt dữ liệu nhập từ người dùng và từ các nguồn không tin cậy.","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785847"
"q_59","Điều khiển truy cập & Xác thực","Medium","Các lỗ hổng bảo mật thường tồn tại nhiều nhất trong thành phần nào của hệ thống:","Hệ điều hành","Các dịch vụ mạng","Các ứng dụng","Các thành phần phần cứng","2","C","Các ứng dụng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785850"
"q_60","Điều khiển truy cập & Xác thực","Easy","Trong tấn công khai thác lỗi tràn bộ đệm, tin tặc thường sử dụng shellcode. Shellcode đó là dạng:","Mã Java","Mã C/C++","Mã máy","Mã Hợp ngữ","2","C","Mã máy","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785853"
"q_61","Điều khiển truy cập & Xác thực","Medium","Lỗ hổng bảo mật (Security vulnerability) là một điểm yếu tồn tại trong một hệ thống cho phép tin tặc:","Khai thác nhằm đánh cắp các thông tin trong hệ thống","Khai thác gây tổn hại đến các thuộc tính an ninh của hệ thống đó","Khai thác, tấn công phá hoại và gây tê liệt hệ thống","Khai thác nhằm chiếm quyền điều khiển hệ thống","1","B","Khai thác gây tổn hại đến các thuộc tính an ninh của hệ thống đó","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785856"
"q_62","Điều khiển truy cập & Xác thực","Medium","Lỗi tràn bộ đệm là lỗi trong khâu:","Kiểm thử phần mềm","Thiết kế phần mềm","Lập trình phần mềm","Quản trị phần mềm","2","C","Lập trình phần mềm","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785859"
"q_63","Điều khiển truy cập & Xác thực","Easy","Đâu là dạng lỗ hổng bảo mật thường gặp trong hệ điều hành và các phần mềm ứng dụng?","Lỗi tràn bộ đệm","Lỗi quản trị","Lỗi cấu hình","Lỗi thiết kế","0","A","Lỗi tràn bộ đệm","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785862"
"q_64","Điều khiển truy cập & Xác thực","Medium","Loại tấn công nào sau đây chiếm quyền truy nhập đến tài nguyên lợi dụng cơ chế điều khiển truy nhập DAC?","Spoofing","Trojan horse","Man in the middle","Phishing","1","B","Trojan horse","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785866"
"q_65","Điều khiển truy cập & Xác thực","Medium","Đâu là tên viết đúng của Hệ thống phát hiện đột nhập/xâm nhập?","Intrusion Detector System","Intrusion Detecting System","Intrusion Detection System","Instruction Detection System","2","C","Intrusion Detection System","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785869"
"q_66","Điều khiển truy cập & Xác thực","Easy","Mức độ nghiêm trọng chia Microsoft là","Nguy hiểm, Quan trọng, Trung bình, Thấp","Nguy hiểm, Cao, Trung bình, Thấp","Cao, Quan trọng, Trung bình, Không quan trọng","Cao, Trung bình, Thấp, Yếu","0","A","Nguy hiểm, Quan trọng, Trung bình, Thấp","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785873"
"q_67","Điều khiển truy cập & Xác thực","Medium","Tác hại của lỗi tràn bộ đệm là:","Gây mất dữ liệu của người dùng","Có thể khiến cho ứng dụng ngừng hoạt động, gây mất dữ liệu hoặc thậm chí giúp kẻ tấn công kiểm soát hệ thống","Khiến chương trình ngừng hoạt động","Chiếm quền kiểm soát và phá hỏng hệ thống","1","B","Có thể khiến cho ứng dụng ngừng hoạt động, gây mất dữ liệu hoặc thậm chí giúp kẻ tấn công kiểm soát hệ thống","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785876"
"q_68","Điều khiển truy cập & Xác thực","Medium","Đâu không phải là một trong các biện pháp phòng chống lỗi không kiểm tra đầu vào","Kiểm tra tất cả các dữ liệu đầu vào, đặc biệt dữ liệu nhập từ người dùng và từ các nguồn không tin cậy","Không dùng user quản trị (root hoặc admin) để chạy các chương trình ứng dụng","Tạo các bộ lọc để lọc bỏ các ký tự đặc biệt và các từ khóa của các ngôn ngữ trong các trường hợp cần thiết mà kẻ tấn công có thể sử dụng","Kiểm tra sự hợp lý của nội dung dữ liệu","1","B","Không dùng user quản trị (root hoặc admin) để chạy các chương trình ứng dụng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785879"
"q_69","Điều khiển truy cập & Xác thực","Easy","Các dạng dữ liệu không cần kiểm tra là","Các trường dữ liệu text","Các file âm thanh, hình ảnh, hoặc đồ họa do người dùng hoặc các tiến trình khác cung cấp","Các dữ liệu từ mạng hoặc các nguồn không tin cậy","Các dữ liệu được đưa ra bởi hệ thống","3","D","Các dữ liệu được đưa ra bởi hệ thống","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785881"
"q_70","Điều khiển truy cập & Xác thực","Hard","Kẻ tấn công có thể kiểm tra tất cả các … đầu vào và thử tất cả các … có thể khai thác được","Bước / Phương thức","Dữ liệu / Phương thức","Dữ liệu / Khả năng","Bước / Khả năng","2","C","Dữ liệu / Khả năng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785884"
"q_71","Điều khiển truy cập & Xác thực","Medium","Khi kiểm soát truy cập bị lỗi, một người dùng bình có thể … của người quản trị và có toàn quyền truy nhập vào hệ thống","Mượn quyền","Xin quyền","Đoạt quyền","Đưa quyền","2","C","Đoạt quyền","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785887"
"q_72","Điều khiển truy cập & Xác thực","Easy","Đâu không phải là phương pháp phòng chống lỗ hổng điều khiển truy cập","Không dùng user quản trị (root hoặc admin) để chạy các chương trình ứng dụng","Sử dụng các công cụ phân tích mã tự động tìm các điểm có khả năng xảy ra lỗi","Luôn chạy các chương trình ứng dụng với quyền tối thiểu – vừa đủ để thực thi các tác vụ","Kiểm soát chặt chẽ người dùng, xóa bỏ hoặc cấm truy nhập với những người dùng ngầm định kiểu everyone","0","A","Không dùng user quản trị (root hoặc admin) để chạy các chương trình ứng dụng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785891"
"q_73","Điều khiển truy cập & Xác thực","Medium","Đâu không phải là 1 vấn đề xảy với cơ chế xác thực","Mật khẩu được lưu dưới dạng rõ (plain text)","Sử dụng mật khẩu đơn giản, dễ đoán, hoặc dùng mật khẩu trong thời gian dài","Sử dụng cơ chế xác thực không đủ mạnh","Chọn mật khẩu đủ mạnh để sử dụng","3","D","Chọn mật khẩu đủ mạnh để sử dụng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785894"
"q_74","Điều khiển truy cập & Xác thực","Medium","Đâu là một thao tác an toàn đối với file","Sử dụng mật khẩu và quyền phù hợp để truy cập","Thực hiện đọc/ghi file lưu ở những nơi mà các người dùng khác cũng có thể ghi file đó","Không kiểm tra chính xác loại file, định danh thiết bị, các links hoặc các thuộc tính khác của file trước khi sử dụng","Không kiểm tra mã trả về sau mỗi thao tác với file","0","A","Sử dụng mật khẩu và quyền phù hợp để truy cập","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785897"
"q_75","Điều khiển truy cập & Xác thực","Easy","Đâu không phải là 1 biện pháp khắc phục và tăng cường khả năng để kháng cho hệ thống","Thường xuyên cập nhật thông tin về các điểm yếu, lỗ hổng bảo mật từ các trang web chính thức","Người dùng được quyền truy nhập vào mọi tác vụ của hệ thống","Cần có chính sách quản trị người dùng, mật khẩu và quyền truy nhập chặt chẽ ở mức hệ điều hành và mức ứng dụng","Sử dụng các biện pháp phòng vệ ở lớp ngoài như tường lửa, proxies","1","B","Người dùng được quyền truy nhập vào mọi tác vụ của hệ thống","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785899"
"q_76","Điều khiển truy cập & Xác thực","Medium","Một điều kiện đua tranh tồn tại khi có sự thay đổi … của 2 hay một số sự kiện gây ra sự thay đổi … của hệ thống","Vị trí / Quá trình","Vị trí / Hành vi","Trật tự / Quá trình","Trật tự / Hành vi","3","D","Trật tự / Hành vi","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785902"
"q_77","Điều khiển truy cập & Xác thực","Hard","Các loại điểm yếu của hệ thống là","Có điểm yếu đã biết và đã được khắc phục","Có điểm yếu đã biết và chưa được khắc phục","Có điểm yếu chưa biết/chưa được phát hiện","Tất cả các đáp","3","D","Tất cả các đáp","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785905"
"q_78","Điều khiển truy cập & Xác thực","Easy","Một trong các dạng lỗ hổng thường gặp trong hệ điều hành và các phần mềm ứng dụng là","SYN floods","DDos","Buffer Overflows","Worms","2","C","Buffer Overflows","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785909"
"q_79","Điều khiển truy cập & Xác thực","Medium","Trong điểm yếu bảo mật do các điều kiện tranh đua, Kẻ tấn công có thể lợi dụng … giữa 2 sự kiện để …, đổi tên file hoặc can thiệp vào quá trình hoạt động bình thường của hệ thống","Khoảng thời gian / Chèn mã độc","Khoảng cách / Thay đổi biến","Khoảng thời gian / Thay đổi biến","Khoảng cách / Chèn mã độc","0","A","Khoảng thời gian / Chèn mã độc","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785912"
"q_80","Điều khiển truy cập & Xác thực","Medium","Các lỗ hổng bảo mật trên hệ thống là do","Dịch vụ cung cấp","Bản thân hệ điều hành","Con người tạo ra","Tất cả đều đúng","3","D","Tất cả đều đúng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785915"
"q_81","An toàn hệ điều hành & Lỗ hổng","Easy","Tìm phát biểu đúng trong các phát biểu sau:","Mối đe dọa là bất kỳ một hành động tấn công nào vào hệ thống mạng.","Mối đe dọa là bất kỳ một hành động nào có thể gây hư hại đến các tài nguyên hệ thống.","Mối đe dọa là bất kỳ một hành động tấn công nào vào hệ thống máy tính.","Mối đe dọa là bất kỳ một hành động tấn công nào vào hệ thống máy tính và mạng.","1","B","Mối đe dọa là bất kỳ một hành động nào có thể gây hư hại đến các tài nguyên hệ thống.","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785918"
"q_82","An toàn hệ điều hành & Lỗ hổng","Medium","Khác biệt cơ bản của vi rút và sâu là:","Vi rút có khả năng tự lây lan mà không cần tương tác của người dùng","Sâu có khả năng tự lây lan mà không cần tương tác của người dùng","Sâu Có khả năng phá hoại lớn lơn","Vi rút có khả năng phá hoại lớn lớn","1","B","Sâu có khả năng tự lây lan mà không cần tương tác của người dùng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785921"
"q_83","An toàn hệ điều hành & Lỗ hổng","Medium","Dạng tấn công gây ngắt quãng dịch vụ hoặc kênh truyền thông cho người dùng bình thường là:","Interceptions","Fabrications","Interruptions","Modifications","2","C","Interruptions","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785924"
"q_84","An toàn hệ điều hành & Lỗ hổng","Easy","Tấn công nghe lén là kiểu tấn công:","Thụ động","Chủ động","Chiếm quyền điều khiển","Chủ động và bị động","0","A","Thụ động","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785927"
"q_85","An toàn hệ điều hành & Lỗ hổng","Medium","Dạng tấn công chặn bắt thông tin truyền trên mạng để sửa đổi hoặc lạm dụng là:","Fabrications","Modifications","Interruptions","Interceptions","1","B","Modifications","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785931"
"q_86","An toàn hệ điều hành & Lỗ hổng","Medium","Có thể phòng chống tấn công Smurf bằng cách cấu hình các máy và router không trả lời...","Các yêu cầu ICMP hoặc các yêu cầu phát quảng bá","Các yêu cầu TCP hoặc các yêu cầu phát quảng bá","Các yêu cầu UPD hoặc các yêu cầu phát quảng bá","Các yêu cầu HTTP hoặc các yêu cầu phát quảng bá","0","A","Các yêu cầu ICMP hoặc các yêu cầu phát quảng bá","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.785934"
